model,effort,num_requested,run,scenario_index,name,fen,canonical_fen,move,fen_valid,white_to_move,move_valid,is_checkmate,reasoning_length,error
anthropic/claude-sonnet-4.5,none,10,7,6,Pawn Promotion Mate,6k1/5P1p/6p1/8/8/8/8/6K1 w - - 0 1,,f8=Q#,False,False,False,False,477,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,10,7,7,Diagonal Queen Mate,2k5/8/2K5/8/8/8/Q7/8 w - - 0 1,2k5/8/2K5/8/8/8/Q7/8,Qa8#,True,True,True,True,477,
anthropic/claude-sonnet-4.5,none,10,7,8,Rook Mate on Back Rank,3k4/3p4/3K4/8/8/8/8/R7 w - - 0 1,3k4/3p4/3K4/8/8/8/8/R7,Ra8#,True,True,True,True,477,
anthropic/claude-sonnet-4.5,none,10,7,9,Bishop and Queen Mate,6k1/6pp/8/6B1/8/8/8/Q6K w - - 0 1,1k6/pp6/8/1B6/8/8/8/K6Q,Qa8#,True,True,True,False,477,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,none,10,8,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/6KR w - - 0 1,1k6/ppp5/8/8/8/8/PPP5/RK6,Rh8#,True,True,False,False,491,Illegal move: Rh8#
anthropic/claude-sonnet-4.5,none,10,8,1,Queen and King Mate,6k1/6pp/8/8/8/8/5Q2/6K1 w - - 0 1,1K6/2Q5/8/8/8/8/pp6/1k6,Qg7#,True,True,False,False,491,Illegal move: Qg7#
anthropic/claude-sonnet-4.5,none,10,8,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/3N4/6K1 w - - 0 1,1K6/4N3/8/8/8/8/ppp5/rkr5,Nf7#,True,True,False,False,491,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,10,8,3,Bishop and Rook Mate,6k1/5ppp/5B2/8/8/8/8/4R2K w - - 0 1,1k6/ppp5/2B5/8/8/8/8/K2R4,Re8#,True,True,True,True,491,
anthropic/claude-sonnet-4.5,none,10,8,4,Two Rooks Mate,6k1/6pp/8/8/8/8/R7/R5K1 w - - 0 1,1K5R/7R/8/8/8/8/pp6/1k6,Ra8#,True,True,True,False,491,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,none,10,8,5,Queen Mate on Long Diagonal,2k5/3p4/3P4/8/8/8/8/Q5K1 w - - 0 1,1K5Q/8/8/8/8/4P3/4p3/5k2,Qa8#,True,True,True,True,491,
anthropic/claude-sonnet-4.5,none,10,8,6,Rook Mate on Open File,r5k1/5ppp/8/8/8/8/5PPP/4R1K1 w - - 0 1,1K1R4/PPP5/8/8/8/8/ppp5/1k5r,Re8#,True,True,True,False,491,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,none,10,8,7,Knight Fork Mate,6k1/5pNp/6p1/8/8/8/8/6K1 w - - 0 1,1K6/8/8/8/8/1p6/pNp5/1k6,Nf5#,True,True,True,False,491,Move does not give check
anthropic/claude-sonnet-4.5,none,10,8,8,Bishop Mate in Corner,7k/6Bp/5K2/8/8/8/8/8 w - - 0 1,,Bf6#,False,False,False,False,491,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,10,8,9,Pawn Promotion Mate,6k1/5PBp/6p1/8/8/8/8/6K1 w - - 0 1,,f8=Q#,False,False,False,False,491,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,10,9,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/6KR w - - 0 1,1k6/ppp5/8/8/8/8/PPP5/RK6,Rh8#,True,True,False,False,507,Illegal move: Rh8#
anthropic/claude-sonnet-4.5,none,10,9,1,Queen and King Checkmate,6k1/5ppp/6Q1/8/8/8/5PPP/6K1 w - - 0 1,1K6/PPP5/8/8/8/1Q6/ppp5/1k6,Qg7#,True,True,True,False,507,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,none,10,9,2,Knight Fork Checkmate,6k1/5p1p/6p1/8/8/5N2/5PPP/6K1 w - - 0 1,1K6/PPP5/2N5/8/8/1p6/p1p5/1k6,Nh4#,True,True,True,False,507,Move does not give check
anthropic/claude-sonnet-4.5,none,10,9,3,Bishop and Queen Mate,3k4/3p4/3P4/2B5/8/8/5PPP/6K1 w - - 0 1,1K6/PPP5/8/8/5B2/4P3/4p3/4k3,Bb6#,True,True,True,False,507,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,none,10,9,4,Rook on Seventh Rank Mate,k7/R7/K7/8/8/8/8/8 w - - 0 1,,Ra8#,False,False,False,False,507,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,10,9,5,Smothered Mate with Knight,5rk1/5ppp/8/8/8/8/5N2/6K1 w - - 0 1,1K6/2N5/8/8/8/8/ppp5/1kr5,Nh3#,True,True,True,False,507,Move does not give check
anthropic/claude-sonnet-4.5,none,10,9,6,Queen Diagonal Checkmate,6k1/6pp/6p1/8/8/8/1Q3PPP/6K1 w - - 0 1,1K6/PPP3Q1/8/8/8/1p6/pp6/1k6,Qb8#,True,True,True,False,507,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,none,10,9,7,Pawn Promotion Checkmate,6k1/5PpP/6P1/8/8/8/8/6K1 w - - 0 1,,f8=Q#,False,False,False,False,507,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,10,9,8,Double Check Mate with Bishop,3k4/8/2KBN3/8/8/8/8/8 w - - 0 1,,Bc7#,False,False,False,False,507,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,10,9,9,Rook and King Endgame Mate,7k/6R1/5K2/8/8/8/8/8 w - - 0 1,7k/6R1/5K2/8/8/8/8/8,Rg8#,True,True,True,False,507,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,none,3,1,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,157,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,3,1,1,Queen and Knight Mate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg7#,False,False,False,False,157,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,1,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5PPP/5RKN w - - 0 1,5RKN/5PPP/8/8/8/8/5ppp/5rkr,Nf7#,True,True,False,False,157,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,3,10,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,165,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,3,10,1,Queen and Knight Mate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg7#,False,False,False,False,165,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,10,2,Bishop and Queen Mate,r4rk1/ppp2ppp/8/3q4/8/8/PPP1BPPP/R3K2R w KQ - 0 1,1kr4r/ppp2ppp/8/4q3/8/8/PPPB1PPP/R2K3R,Bh5#,True,True,True,False,165,Move does not give check
anthropic/claude-sonnet-4.5,none,3,2,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,148,
anthropic/claude-sonnet-4.5,none,3,2,1,Queen and Knight Mate,6k1/5p1p/5Np1/5Q2/8/8/8/7K w - - 0 1,,Qg5#,False,False,False,False,148,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,2,2,Pawn Promotion Checkmate,5k2/4P3/5K2/8/8/8/8/8 w - - 0 1,,e8=Q#,False,False,False,False,148,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,3,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,157,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,3,3,1,Queen and Knight Mate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg2#,False,False,False,False,157,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,3,2,Bishop and Queen Mate,5rk1/4Bppp/8/8/8/8/5PPP/5QK1 w - - 0 1,1KQ5/PPP5/8/8/8/8/pppB4/1kr5,Qf8#,True,True,False,False,157,Illegal move: Qf8#
anthropic/claude-sonnet-4.5,none,3,4,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,157,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,3,4,1,Queen and Knight Mate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg7#,False,False,False,False,157,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,4,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5PPP/5RKN w - - 0 1,5RKN/5PPP/8/8/8/8/5ppp/5rkr,Nf7#,True,True,False,False,157,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,3,5,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/6KR w - - 0 1,1k6/ppp5/8/8/8/8/PPP5/RK6,Rh8#,True,True,False,False,159,Illegal move: Rh8#
anthropic/claude-sonnet-4.5,none,3,5,1,Queen and Knight Mate,6k1/5p1p/7N/6Q1/8/8/5PPP/6K1 w - - 0 1,,Qg7#,False,False,False,False,159,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,5,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/3N1PPP/6K1 w - - 0 1,1K6/PPP1N3/8/8/8/8/ppp5/rkr5,Nf6#,True,True,False,False,159,Illegal move: Nf6#
anthropic/claude-sonnet-4.5,none,3,6,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,158,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,3,6,1,Queen and Knight Checkmate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg7#,False,False,False,False,158,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,6,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5PPP/5RKN w - - 0 1,5RKN/5PPP/8/8/8/8/5ppp/5rkr,Nf7#,True,True,False,False,158,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,3,7,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/6KR w - - 0 1,1k6/ppp5/8/8/8/8/PPP5/RK6,Rh8#,True,True,False,False,158,Illegal move: Rh8#
anthropic/claude-sonnet-4.5,none,3,7,1,Queen and Knight Mate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg7#,False,False,False,False,158,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,7,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5PPP/4N1K1 w - - 0 1,1K1N4/PPP5/8/8/8/8/ppp5/rkr5,Nf7#,True,True,False,False,158,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,3,8,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,157,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,3,8,1,Queen and Knight Mate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg2#,False,False,False,False,157,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,8,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5PPP/5RKN w - - 0 1,5RKN/5PPP/8/8/8/8/5ppp/5rkr,Nf7#,True,True,False,False,157,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,3,9,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,151,
anthropic/claude-sonnet-4.5,none,3,9,1,Queen and Knight Mate,6k1/5p1p/5Np1/5Q2/8/8/8/7K w - - 0 1,,Qg5#,False,False,False,False,151,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,3,9,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5N2/6K1 w - - 0 1,1K6/2N5/8/8/8/8/ppp5/rkr5,Nh3#,True,True,True,False,151,Move does not give check
anthropic/claude-sonnet-4.5,none,5,1,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,236,
anthropic/claude-sonnet-4.5,none,5,1,1,Queen and King Mate,6k1/5Q2/6K1/8/8/8/8/8 w - - 0 1,,Qg7#,False,False,False,False,236,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,1,2,Knight Mate,6k1/5p1p/5NpK/8/8/8/8/8 w - - 0 1,,Nh7#,False,False,False,False,236,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,1,3,Bishop Mate,5k2/4p3/4K3/8/3B4/8/8/8 w - - 0 1,2k5/3p4/3K4/8/4B3/8/8/8,Bc5#,True,True,True,False,236,Move does not give check
anthropic/claude-sonnet-4.5,none,5,1,4,Pawn Promotion Mate,6nk/5PPP/6K1/8/8/8/8/8 w - - 0 1,,gxh8=Q#,False,False,False,False,236,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,10,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,267,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,5,10,1,Queen and Knight Mate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg7#,False,False,False,False,267,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,10,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5PPP/5RKN w - - 0 1,5RKN/5PPP/8/8/8/8/5ppp/5rkr,Nf7#,True,True,False,False,267,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,5,10,3,Bishop and Queen Diagonal Mate,6k1/5p1p/6p1/8/8/8/3B1PPP/5QK1 w - - 0 1,1KQ5/PPP1B3/8/8/8/1p6/p1p5/1k6,Qf8#,True,True,False,False,267,Illegal move: Qf8#
anthropic/claude-sonnet-4.5,none,5,10,4,Pawn Promotion Checkmate,6k1/5PBp/6p1/8/8/8/5PPP/6K1 w - - 0 1,,f8=Q#,False,False,False,False,267,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,2,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,239,
anthropic/claude-sonnet-4.5,none,5,2,1,Queen and King Checkmate,6k1/5Q2/6K1/8/8/8/8/8 w - - 0 1,,Qg7#,False,False,False,False,239,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,2,2,Knight Fork Checkmate,5k2/8/4N3/8/8/8/8/4K3 w - - 0 1,,Ng7#,False,False,False,False,239,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,2,3,Bishop and Rook Mate,6k1/6P1/5K2/8/8/8/1B6/8 w - - 0 1,1k6/1P6/2K5/8/8/8/6B1/8,Bf6#,True,True,False,False,239,Illegal move: Bf6#
anthropic/claude-sonnet-4.5,none,5,2,4,Pawn Promotion Checkmate,4k3/4P3/4K3/8/8/8/8/8 w - - 0 1,3k4/3P4/3K4/8/8/8/8/8,e8=Q#,True,True,False,False,239,Illegal move: e8=Q#
anthropic/claude-sonnet-4.5,none,5,3,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,244,
anthropic/claude-sonnet-4.5,none,5,3,1,Queen and King Mate,6k1/5Q2/6K1/8/8/8/8/8 w - - 0 1,,Qg7#,False,False,False,False,244,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,3,2,Knight Mate,6k1/5p1p/5PpK/8/6N1/8/8/8 w - - 0 1,1k6/p1p5/KpP5/8/1N6/8/8/8,Nf6#,True,True,False,False,244,Illegal move: Nf6#
anthropic/claude-sonnet-4.5,none,5,3,3,Bishop and Rook Mate,5rk1/4Rppp/8/8/8/3B4/8/6K1 w - - 0 1,1K6/8/4B3/8/8/8/pppR4/1kr5,Bxf5#,True,True,True,False,244,Move does not give check
anthropic/claude-sonnet-4.5,none,5,3,4,Pawn Promotion Mate,6k1/5PPp/6pK/8/8/8/8/8 w - - 0 1,,f8=Q#,False,False,False,False,244,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,4,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,252,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,5,4,1,Queen and King Checkmate,6k1/5Q2/6K1/8/8/8/8/8 w - - 0 1,,Qg7#,False,False,False,False,252,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,4,2,Knight Fork Checkmate,6k1/5p1p/5KpN/8/8/8/8/8 w - - 0 1,,Nf7#,False,False,False,False,252,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,4,3,Bishop and Rook Mate,5rk1/5ppp/8/8/8/8/5B2/4R1K1 w - - 0 1,1K1R4/2B5/8/8/8/8/ppp5/1kr5,Re8#,True,True,True,False,252,Move does not give check
anthropic/claude-sonnet-4.5,none,5,4,4,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5N2/6K1 w - - 0 1,1K6/2N5/8/8/8/8/ppp5/rkr5,Nh3#,True,True,True,False,252,Move does not give check
anthropic/claude-sonnet-4.5,none,5,5,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/6RK w - - 0 1,1k6/ppp5/8/8/8/8/PPP5/KR6,Rg8#,True,True,False,False,260,Illegal move: Rg8#
anthropic/claude-sonnet-4.5,none,5,5,1,Queen and Knight Mate,6k1/5pNp/6p1/8/8/8/5PPP/5QK1 w - - 0 1,1KQ5/PPP5/8/8/8/1p6/pNp5/1k6,Qf8#,True,True,False,False,260,Illegal move: Qf8#
anthropic/claude-sonnet-4.5,none,5,5,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5PPP/4N1K1 w - - 0 1,1K1N4/PPP5/8/8/8/8/ppp5/rkr5,Nf7#,True,True,False,False,260,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,5,5,3,Bishop and Queen Mate,6k1/5p1p/6p1/8/8/5B2/5PPP/5QK1 w - - 0 1,1KQ5/PPP5/2B5/8/8/1p6/p1p5/1k6,Qg7#,True,True,False,False,260,Illegal move: Qg7#
anthropic/claude-sonnet-4.5,none,5,5,4,Rook Mate on Seventh Rank,k7/R7/1K6/8/8/8/8/8 w - - 0 1,,Ra8#,False,False,False,False,260,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,6,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,267,
anthropic/claude-sonnet-4.5,none,5,6,1,Queen and Knight Mate,6k1/5p1p/5Np1/8/8/8/5Q2/6K1 w - - 0 1,,Qg2#,False,False,False,False,267,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,6,2,Bishop and Queen Mate,r4rk1/ppp2Bpp/8/8/8/8/PPP2QPP/R5K1 w - - 0 1,,Qg7#,False,False,False,False,267,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,6,3,Rook Mate on the h-file,6k1/5p1p/6p1/8/8/8/5PPP/5R1K w - - 0 1,1k6/p1p5/1p6/8/8/8/PPP5/K1R5,Rh1#,True,True,False,False,267,Illegal move: Rh1#
anthropic/claude-sonnet-4.5,none,5,6,4,Queen Mate with Pawn Support,6k1/5pPp/6P1/8/8/8/5Q2/6K1 w - - 0 1,1K6/2Q5/8/8/8/1P6/pPp5/1k6,Qf8#,True,True,False,False,267,Illegal move: Qf8#
anthropic/claude-sonnet-4.5,none,5,7,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/6KR w - - 0 1,1k6/ppp5/8/8/8/8/PPP5/RK6,Rh8#,True,True,False,False,263,Illegal move: Rh8#
anthropic/claude-sonnet-4.5,none,5,7,1,Queen and King Checkmate,6k1/5pQ1/6K1/8/8/8/8/8 w - - 0 1,,Qg7#,False,False,False,False,263,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,7,2,Knight Fork Checkmate,6k1/5p1p/5PpK/8/8/3N4/8/8 w - - 0 1,1k6/p1p5/KpP5/8/8/4N3/8/8,Nf7#,True,True,False,False,263,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,5,7,3,Bishop and Pawn Checkmate,8/5pkp/6p1/5PBK/8/8/8/8 w - - 0 1,8/5pkp/6p1/5PBK/8/8/8/8,Bf6#,True,True,False,False,263,Illegal move: Bf6#
anthropic/claude-sonnet-4.5,none,5,7,4,Smothered Mate with Knight,r4rk1/ppp2Npp/8/8/8/8/PPPP1PPP/R1B1K2R w KQ - 0 1,1kr4r/ppN2ppp/8/8/8/8/PPP1PPPP/R2K1B1R,Nh6#,True,True,True,False,263,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,none,5,8,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,262,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,none,5,8,1,Queen and Knight Mate,6k1/5ppp/5N2/8/8/8/5PPP/5QK1 w - - 0 1,,Qg7#,False,False,False,False,262,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,8,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5PPP/5RKN w - - 0 1,5RKN/5PPP/8/8/8/8/5ppp/5rkr,Nf7#,True,True,False,False,262,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,none,5,8,3,Bishop and Queen Mate,6k1/5p1p/6p1/8/8/6B1/5PPP/5QK1 w - - 0 1,1KQ5/PPP5/1B6/8/8/1p6/p1p5/1k6,Qf8#,True,True,False,False,262,Illegal move: Qf8#
anthropic/claude-sonnet-4.5,none,5,8,4,Pawn Promotion Mate,6k1/5PPp/6p1/8/8/8/6PP/6K1 w - - 0 1,,f8=Q#,False,False,False,False,262,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,9,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,253,
anthropic/claude-sonnet-4.5,none,5,9,1,Queen and Knight Mate,6k1/5p1p/7N/6Q1/8/8/8/7K w - - 0 1,,Qg7#,False,False,False,False,253,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,none,5,9,2,Smothered Mate with Knight,5rkr/5ppp/8/8/8/8/5N2/6K1 w - - 0 1,1K6/2N5/8/8/8/8/ppp5/rkr5,Nh3#,True,True,True,False,253,Move does not give check
anthropic/claude-sonnet-4.5,none,5,9,3,Queen Mate on Back Rank,r4rk1/pppppppp/8/8/8/8/8/4Q1K1 w - - 0 1,1K1Q4/8/8/8/8/8/pppppppp/1kr4r,Qe8#,True,True,False,False,253,Illegal move: Qe8#
anthropic/claude-sonnet-4.5,none,5,9,4,Bishop and Queen Mate,6k1/5pBp/6P1/8/8/8/3Q4/6K1 w - - 0 1,1K6/4Q3/8/8/8/1P6/pBp5/1k6,Qd8#,True,True,True,False,253,Move gives check but not checkmate
google/gemini-3-pro-preview,high,10,1,0,Scenario: Back Rank Mate,FEN: 6k1/5ppp/8/8/8/8/5PPP/4R1K1 w - - 0 1,,Re8#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: 6k1/5ppp/8/8/8/8/5PPP/4R1K1 w - - 0 1'
google/gemini-3-pro-preview,high,10,1,1,Scenario: Scholar's Mate,FEN: r1bqk1nr/pppp1ppp/2n5/2b1p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 4 4,,Qxf7#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: r1bqk1nr/pppp1ppp/2n5/2b1p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 4 4'
google/gemini-3-pro-preview,high,10,1,2,Scenario: Smothered Mate,FEN: 6rk/6pp/8/6N1/8/8/8/7K w - - 0 1,,Nf7#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: 6rk/6pp/8/6N1/8/8/8/7K w - - 0 1'
google/gemini-3-pro-preview,high,10,1,3,Scenario: Arabian Mate,FEN: 7k/R6p/5N2/8/8/8/8/7K w - - 0 1,,Rh7#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: 7k/R6p/5N2/8/8/8/8/7K w - - 0 1'
google/gemini-3-pro-preview,high,10,1,4,Scenario: Anastasia's Mate,FEN: 5r1k/4N2p/8/8/8/8/8/R6K w - - 0 1,,Rh1#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: 5r1k/4N2p/8/8/8/8/8/R6K w - - 0 1'
google/gemini-3-pro-preview,high,10,1,5,Scenario: Promotion Mate,FEN: 2r4k/3P4/7K/8/8/8/8/8 w - - 0 1,,dxc8=Q#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: 2r4k/3P4/7K/8/8/8/8/8 w - - 0 1'
google/gemini-3-pro-preview,high,10,1,6,Scenario: Kiss of Death,FEN: 5k2/5P2/5K2/8/8/8/8/6Q1 w - - 0 1,,Qg7#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: 5k2/5P2/5K2/8/8/8/8/6Q1 w - - 0 1'
google/gemini-3-pro-preview,high,10,1,7,Scenario: En Passant Mate,FEN: 8/3p4/2pk4/3Pp3/8/8/4K3/8 w - e6 0 1,,dxe6#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: 8/3p4/2pk4/3Pp3/8/8/4K3/8 w - e6 0 1'
google/gemini-3-pro-preview,high,10,1,8,Scenario: Two Bishops Mate,FEN: k7/8/K7/8/8/6B1/8/5B2 w - - 0 1,,Bg2#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: k7/8/K7/8/8/6B1/8/5B2 w - - 0 1'
google/gemini-3-pro-preview,high,10,1,9,Scenario: The Ladder Mate,FEN: k7/4R3/K7/8/3R4/8/8/8 w - - 0 1,,Rd8#,False,False,False,False,8762,Invalid FEN: expected 'w' or 'b' for turn part of fen: 'FEN: k7/4R3/K7/8/3R4/8/8/8 w - - 0 1'
google/gemini-3-pro-preview,high,10,10,0,Scenario 1: Back Rank Mate (Rook),6k1/5ppp/8/8/8/8/8/2R3K1 w - - 0 1,1K3R2/8/8/8/8/8/ppp5/1k6,Rc8#,True,True,True,True,8049,
